Array Name,Memory Name,Port 1 Dimension / Map,Port 2 Dimension / Map,Primitive,Available Bits,Used Bits,Bit Util%,A Depth,A Depth Avail,A Depth Util%,A Width,A Width Avail,A Width Util%,B Depth,B Depth Avail,B Depth Util%,B Width,B Width Avail,B Width Util%,Port A Type,Port A Requirement (ns),Port B Type,Port B Requirement (ns),A Cascade,IREG_A,OREG_A,DOA_REG, B Cascade,IREG_B,OREG_B,DOB_REG,Port A PowerGated, Port A Enable, Port A WRITE_MODE, A Cascade, Port B PowerGated, Port B Enable,Port B WRITE_MODE, B Cascade
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data_reg_0_1_28_41,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data_reg_0_1_42_55,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_w_deq/ram_data_reg_0_1_56_63,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data_reg_0_1_28_41,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleIn_0_r_deq/ram_data_reg_0_1_42_55,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data_reg_0_1_28_41,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data_reg_0_1_42_55,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_w_deq/ram_data_reg_0_1_56_63,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_2/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_2/bundleOut_0_ar_deq/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x0,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,0,2,0,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_2/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_2/bundleOut_0_ar_deq/ram_addr_reg_0_1_28_41,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_2/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_2/bundleOut_0_ar_deq/ram_addr_reg_0_1_42_55,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__0,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__1,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__2,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__3,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__4,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__5,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__6,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__7,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__8,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__9,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0__10,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/requests/tail_reg_0_15_0_0,A:SPO:16x1,B:DPO:16x1,RAM32X1D,32,16,50,16,32,50,1,1,100,16,32,50,1,1,100,Read / Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/ctrlInterconnect/xbar/router/w_queue/ram,WRAPPER_INST/CL/firesim_top/top/ctrlInterconnect/xbar/router/w_queue/ram_reg_0_15_0_10,A:H:16x11,B:A:16x11,RAM32M16,448,176,39.2857,16,32,50,11,14,78.5714,16,32,50,11,14,78.5714,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/reads/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/reads/ram_addr_reg_0_1_0_13,A:H:2x1,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,1,2,50,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/reads/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/reads/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_ar_mem/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_ar_mem/ram_addr_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_ar_mem/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_ar_mem/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_aw_mem/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_aw_mem/ram_addr_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_aw_mem/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/s2_aw_mem/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/writes/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/writes/ram_addr_reg_0_1_0_13,A:H:2x1,B:A:2x2,RAM32M16,512,0,0,2,32,6.25,1,2,50,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/writes/ram_addr,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/llc_model/writes/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,0,0,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/rAddrQ_q/ram,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/rAddrQ_q/ram_reg_0_1_0_13,A:H:2x14,B:A:2x14,RAM32M16,448,28,6.25,2,32,6.25,14,14,100,2,32,6.25,14,14,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/rAddrQ_q/ram,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/rAddrQ_q/ram_reg_0_1_14_27,A:H:2x14,B:A:2x14,RAM32M16,448,28,6.25,2,32,6.25,14,14,100,2,32,6.25,14,14,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/rAddrQ_q/ram,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/rAddrQ_q/ram_reg_0_1_28_33,A:D:2x4,B:A:2x4,RAM32M,224,8,3.57143,2,32,6.25,4,7,57.1429,2,32,6.25,4,7,57.1429,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_addr,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_addr_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,8,1.5625,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_addr,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_len,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_len_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,8,1.5625,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_len,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_len_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_len,WRAPPER_INST/CL/firesim_top/top/LoadMemWidget_0/wAddrQ/ram_len_reg_0_1_28_33,A:H:2x2,B:A:2x2,RAM32M16,512,8,1.5625,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_ar_deq/ram_addr_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_ar_deq/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_ar_deq/ram_addr_reg_0_1_28_33,A:H:2x2,B:A:2x2,RAM32M16,512,8,1.5625,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_aw_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_aw_deq/ram_addr_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_aw_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_aw_deq/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_aw_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf/bundleOut_0_aw_deq/ram_addr_reg_0_1_28_33,A:H:2x2,B:A:2x2,RAM32M16,512,8,1.5625,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_ar_deq/ram_addr_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_ar_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_ar_deq/ram_addr_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_aw_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_aw_deq/ram_addr_reg_0_1_0_13,A:H:2x12,B:A:2x12,RAM32M16,448,24,5.35714,2,32,6.25,12,14,85.7143,2,32,6.25,12,14,85.7143,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_aw_deq/ram_addr,WRAPPER_INST/CL/firesim_top/top/axi4buf_1/bundleOut_0_aw_deq/ram_addr_reg_0_1_14_27,A:H:2x14,B:A:2x14,RAM32M16,448,28,6.25,2,32,6.25,14,14,100,2,32,6.25,14,14,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/SimulationMaster_0/io_step_q/ram,WRAPPER_INST/CL/firesim_top/top/SimulationMaster_0/io_step_q/ram_reg_0_1_0_13,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/SimulationMaster_0/io_step_q/ram,WRAPPER_INST/CL/firesim_top/top/SimulationMaster_0/io_step_q/ram_reg_0_1_14_27,A:H:2x2,B:A:2x2,RAM32M16,512,4,0.78125,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/SimulationMaster_0/io_step_q/ram,WRAPPER_INST/CL/firesim_top/top/SimulationMaster_0/io_step_q/ram_reg_0_1_28_31,A:D:2x2,B:A:2x2,RAM32M,256,4,1.5625,2,32,6.25,2,2,100,2,32,6.25,2,2,100,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/sinkC/putbuffer/next,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/subsystem_l2_wrapper/l2/mods_0/sinkC/putbuffer/next_reg_0_15_0_3,A:D:16x4,B:A:16x4,RAM32M,224,64,28.5714,16,32,50,4,7,57.1429,16,32,50,4,7,57.1429,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/ex_controller/mesh/total_rows_q/ram_flattened,WRAPPER_INST/CL/firesim_top/top/sim/target/FireSim_/lazyModule/system/tile_prci_domain/tile_reset_domain_tile/gemmini/ex_controller/mesh/total_rows_q/ram_flattened_reg_0_7_0_7,A:H:8x8,B:A:8x8,RAM32M16,448,64,14.2857,8,32,25,8,14,57.1429,8,32,25,8,14,57.1429,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/BlockDevBridgeModule_0/rRespBuf/ram_tag,WRAPPER_INST/CL/firesim_top/top/BlockDevBridgeModule_0/rRespBuf/ram_tag_reg_0_31_0_0,A:SPO:32x1,B:DPO:32x1,RAM32X1D,32,32,100,32,32,100,1,1,100,32,32,100,1,1,100,Write,20,Read,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/xactionScheduler/transactionQueue/ram_xaction_id,WRAPPER_INST/CL/firesim_top/top/FASEDMemoryTimingModel_0/model/xactionScheduler/transactionQueue/ram_xaction_id_reg_0_7_0_3,A:H:8x11,B:A:8x11,RAM32M16,448,88,19.6429,8,32,25,11,14,78.5714,8,32,25,11,14,78.5714,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_0/ram_id,WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_0/ram_id_reg_0_7_0_3,A:H:8x12,B:A:8x12,RAM32M16,448,96,21.4286,8,32,25,12,14,85.7143,8,32,25,12,14,85.7143,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_1/ram_id,WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_1/ram_id_reg_0_7_0_3,A:H:8x12,B:A:8x12,RAM32M16,448,96,21.4286,8,32,25,12,14,85.7143,8,32,25,12,14,85.7143,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_10/ram_id,WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_10/ram_id_reg_0_7_0_3,A:H:8x12,B:A:8x12,RAM32M16,448,96,21.4286,8,32,25,12,14,85.7143,8,32,25,12,14,85.7143,Write,20,Write,20,,,,,,,,,,,,,,,,,
WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_11/ram_id,WRAPPER_INST/CL/firesim_top/top/axi4deint/qs_queue_11/ram_id_reg_0_7_0_3,A:H:8x12,B:A:8x12,RAM32M16,448,96,21.4286,8,32,25,12,14,85.7143,8,32,25,12,14,85.7143,Write,20,Write,20,,,,,,,,,,,,,,,,,
